"disasterNumber","state","county","city","zipCode","validRegistrations","averageFemaInspectedDamage","totalInspected","totalDamage","noFemaInspectedDamage","femaInspectedDamageBetween1And10000","femaInspectedDamageBetween10001And20000","femaInspectedDamageBetween20001And30000","femaInspectedDamageGreaterThan30000","approvedForFemaAssistance","totalApprovedIhpAmount","repairReplaceAmount","rentalAmount","otherNeedsAmount","approvedBetween1And10000","approvedBetween10001And25000","approvedBetween25001AndMax","totalMaxGrants","id"
1439,"TX","Liberty (County)","DAISETTA","77533",7,1850.53,7,12953.74,0,7,0,0,0,7,23137.42,11456.38,10962,719.04,5,2,0,0,"620e3418-dc72-4898-9654-2fc3704b025a"
1439,"TX","Liberty (County)","DAYTON","77535",57,3434.14,51,195745.71,7,40,4,0,0,41,172168.97,91326.8,34844,45998.17,17,20,4,0,"bb12dd66-51f0-4768-8adc-2963f52c5548"
1439,"TX","Liberty (County)","HARDIN","77561",7,2710.93,6,18976.52,0,6,0,0,0,6,22741.62,15855.98,5890,995.64,3,3,0,0,"67538783-740c-4c57-9f7a-9a197727ec50"
1439,"TX","Liberty (County)","HULL","77564",33,3509.84,31,115824.84,1,27,3,0,0,29,131239.59,76747.38,33374,21118.21,11,16,2,0,"dad295e9-4705-4bfc-b7aa-b68411962af4"
1439,"TX","Liberty (County)","LIBERTY","77575",29,4411.7,25,127939.23,0,23,0,2,0,24,90347.61,46824.41,31924,11599.2,14,8,2,0,"12c69f43-a9e7-4d81-9e6f-cc08af4dee92"
1439,"TX","Liberty (County)","POINTBLANK","77364",1,4662.13,1,4662.13,0,1,0,0,0,1,5818.13,4662.13,1156,0,0,1,0,0,"34600866-a7d9-4ab2-b293-e15aa792eda7"
1439,"TX","Liberty (County)","RAYWOOD","77582",4,3999.66,3,15998.62,0,2,1,0,0,3,11808.88,5550.23,1156,5102.65,2,0,1,0,"cb857d9b-b4cc-4b6f-a7ae-5497515ffdd4"
1439,"TX","Liberty (County)","ROMAYOR","77368",6,2620.88,6,15725.25,0,6,0,0,0,5,16931.6,12199.76,4144,587.84,3,2,0,0,"e38cbf38-f7f2-4eb3-af2d-f804a1918be5"
1439,"TX","Liberty (County)","RYE","77369",9,3082.68,9,27744.16,0,8,1,0,0,9,33665.49,18939.43,8202,6524.06,4,5,0,0,"869cdadd-2b61-439d-a3c1-5c65986e4637"
1439,"TX","Liberty (County)","SPLENDORA","77372",2,1643,2,3285.99,0,2,0,0,0,2,3835.99,2133.06,0,1702.93,2,0,0,0,"7b7deb4d-00a2-417b-9abb-8e07277d8f7d"
1439,"TX","Montgomery (County)","CLEVELAND","77238",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9051cac7-3df9-4f2e-ad67-43f30c0082e5"
1439,"TX","Montgomery (County)","CLEVELAND","77328",3,5091.85,3,15275.55,0,3,0,0,0,3,17306.53,10592.19,3578,3136.34,0,3,0,0,"d1d18cb5-7598-4f43-9999-0591fd9091bb"
1439,"TX","Montgomery (County)","CONROE","77301",13,2313.99,11,30081.86,0,11,0,0,0,10,41009.99,23624.34,12260,5125.65,3,7,0,0,"1e21d62a-8bbb-4d4c-85a0-85df12cfb554"
1439,"TX","Montgomery (County)","CONROE","77302",31,8800.05,29,272801.4,0,17,12,0,0,26,137444.27,58284.36,44534,33619.6,12,11,3,0,"a7df8669-178b-45a4-9012-ffe4311d6536"
1439,"TX","Montgomery (County)","CONROE","77303",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"e672f6ac-d048-4341-ac13-ee98961bd46f"
1439,"TX","Montgomery (County)","CONROE","77304",22,10603.62,22,233279.68,0,10,10,2,0,21,98395.54,45297.01,28208,24890.53,11,6,4,0,"09030984-c322-4001-aa19-387979a5fcff"
1439,"TX","Montgomery (County)","CONROE","77306",17,4905.78,17,83398.32,1,15,1,0,0,16,85041.56,48654.94,19306,17080.62,5,10,1,0,"ede0a815-d4b9-42eb-a894-ae7838e7ea70"
1439,"TX","Montgomery (County)","CONROE","77385",13,8977.44,12,116706.71,0,7,4,1,0,12,70420.8,36966.89,22016,11437.91,4,7,1,0,"b1f3b9f3-2984-4658-9917-842fe1ce376f"
1439,"TX","Montgomery (County)","MAGNOLIA","77354",2,2615.94,2,5231.87,0,2,0,0,0,1,7277.86,2612.37,2084,2581.49,0,1,0,0,"6226c566-38d9-4752-811c-c523315bb433"
1439,"TX","Montgomery (County)","MONTGOMERY","77316",3,4526.63,2,13579.89,0,2,0,0,0,2,12326.67,8189.49,2312,1825.18,0,2,0,0,"4ebcfbd4-a232-452d-8036-7b25ed842d63"
1439,"TX","Montgomery (County)","MONTGOMERY","77356",15,9929.47,15,148942.04,0,10,3,1,1,13,84482.79,48529.17,16840,19113.62,3,7,3,0,"47710181-1512-4208-8e19-90c0847bb299"
1439,"TX","Montgomery (County)","NEW CANEY","77357",5,3817.71,4,19088.53,0,4,0,0,0,4,19447.2,12212.12,4144,3091.08,2,1,1,0,"e8545e5b-dff3-4309-8df4-cdc107c8f54e"
1439,"TX","Montgomery (County)","NEW WAVERLY","77358",1,4683.96,1,4683.96,0,1,0,0,0,1,7084,5000,2084,0,0,1,0,0,"711616c2-5dfb-4404-8041-528422e64ffb"
1439,"TX","Montgomery (County)","PORTER","77365",16,10630.5,16,170087.98,1,8,6,1,0,15,97095.02,57222.93,21052,18820.09,4,9,2,0,"cf3b21f2-a74e-4fe1-ac71-5fba031546e7"
1439,"TX","Montgomery (County)","SPLENDORA","77372",10,6106.83,10,61068.26,0,8,2,0,0,10,62164.76,29077.87,12118,20968.89,4,4,2,0,"143a64c0-4fb1-478b-9fde-8f067c26c3c6"
1439,"TX","Montgomery (County)","SPRING","77380",1,2942.85,1,2942.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2d012db8-3647-40d0-a457-16f9a93c71b2"
1439,"TX","Montgomery (County)","WILLIS","77318",3,9737.57,2,29212.72,0,0,2,0,0,2,10821.49,5000,3240,2581.49,1,0,1,0,"550256e3-caca-4af2-8421-5f6c39f551a8"
1439,"TX","Montgomery (County)","WILLIS","77356",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"e177c900-b2fc-4d45-85e6-221cad553b4f"
1439,"TX","Montgomery (County)","WILLIS","77378",31,3281.2,30,101717.35,1,26,3,0,0,25,118934.35,60281.07,38046,20607.28,11,10,4,0,"73701fa9-8dae-4a4d-a115-43f16938e23e"
1439,"TX","Nueces (County)","AGUA DULCE","78330",22,1666.93,19,36672.47,2,16,1,0,0,13,25201.8,18607.75,4418,2176.05,11,2,0,0,"5f8883fa-9cf8-432a-9c61-87e44fec26b9"
1439,"TX","Nueces (County)","BANQUETE","78339",24,2199.82,22,52795.79,3,18,1,0,0,17,58407.61,36245.59,4918,17244.02,10,6,1,0,"75a21f52-e70c-4c24-9078-4689625439c0"
1439,"TX","Nueces (County)","BISHOP","78343",41,1688.38,35,69223.66,5,30,0,0,0,26,67456.88,34724.18,10078,22654.7,19,6,1,0,"cfbfe0a9-db4b-4b20-b834-f46b1fb0e39a"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78401",47,1168.48,38,54918.41,3,35,0,0,0,32,58507.77,37958.31,3976,16573.46,26,6,0,0,"c62eb621-c3bc-4b2f-babf-5781f7617ac2"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78402",5,2534.4,5,12671.98,2,2,1,0,0,4,13221.98,5446.46,0,7775.52,3,0,1,0,"2f063649-e851-4196-9a94-04268105d4d5"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78403",2,67.28,1,134.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"42a9b1ee-7268-4b2d-8bf4-76f40933b963"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78404",207,1473.29,171,304971.68,15,154,2,0,0,137,330156.85,195370.94,68585,66200.91,105,30,2,0,"d134c2a8-44a0-4f12-bcf0-0636b3da5187"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78405",574,1246.01,463,715209.08,36,419,8,0,0,372,776713.1,405522.62,150767.4,220423.08,310,55,7,0,"3976f0d6-60d7-4106-a178-f22392d40067"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78406",29,1805.58,26,52361.81,1,25,0,0,0,22,52466.35,30633.49,7964,13868.86,17,5,0,0,"9bbfb36f-a675-4a7d-99a5-113519329846"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78407",129,1830.03,106,236074.28,10,94,2,0,0,85,251479.01,137365.85,42874,71239.16,60,20,5,0,"f1521a2e-2dc8-4a8a-ad1c-9091a11b979f"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78408",590,1670.84,450,985798.49,63,373,12,1,1,333,793794.83,393236.99,146290,254267.84,261,59,13,0,"3ce9dd27-4beb-4edb-bfa8-42b3114b79be"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78409",46,2792.15,44,128439.07,0,43,1,0,0,37,92446.92,52199.9,8650,31597.02,26,11,0,0,"1f6e5867-7786-45dc-befa-fab1c98d01af"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78410",165,1363.91,144,225044.47,19,123,2,0,0,98,220148.45,124830.01,41804,53514.44,78,17,3,0,"66c1da4c-c2f2-45f4-a15d-47b2d8fd5146"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78411",182,1113.26,141,202612.79,21,118,2,0,0,97,189370.5,115275.42,23948,50147.08,81,14,2,0,"e661618b-ee20-4887-841c-31488fab521c"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78412",162,1640.57,115,265772.51,15,99,0,0,1,87,159492.39,98058.02,22163,39271.37,70,17,0,0,"ff9747cb-3c01-42e9-9b46-a74d4ab3d261"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78413",79,1150.59,55,90896.44,11,44,0,0,0,37,87238.56,61623.51,21198,4417.05,27,10,0,0,"df3c6903-80af-4abe-bf5c-2627e1ab5353"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78414",27,339.79,21,9174.4,7,14,0,0,0,12,14084.43,1933.39,930,11221.04,12,0,0,0,"d5144f29-3aa8-44f1-ac47-cad2ca136634"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78415",511,1140.87,404,582984.68,74,327,2,1,0,263,546233.58,348616.48,70985,126632.1,206,54,3,0,"9d68fcfa-2618-4ebc-b455-8ea74507a1d2"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78416",451,1494.76,359,674137.02,30,327,2,0,0,292,723387.83,442620.67,147743,133024.16,218,68,6,0,"a727ea3b-60b8-4316-aeb7-e20a2e1b4965"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78417",81,1188.14,62,96239.14,10,51,1,0,0,41,99902.81,55291.28,11330,33281.53,30,9,2,0,"4a35f588-fc94-4bdf-b2c7-c2c135115d71"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78418",84,1653.09,70,138859.19,8,60,2,0,0,50,98565.48,68818.8,8255,21491.68,41,7,2,0,"c4fa870f-41f1-4d38-9565-8660624a803a"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78419",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ce302043-3d6c-4389-afb5-88f92f279844"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78465",1,276.43,1,276.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"fb9ac8d8-6ad4-4404-89d1-d4abf86def1d"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78467",1,687.08,1,687.08,0,1,0,0,0,1,687.08,687.08,0,0,1,0,0,0,"1a646262-f941-4fbf-b065-7e48f3210fa6"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78469",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bf8befbd-bf62-4ef7-97c6-9ad5530c2205"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78478",1,50,1,50,0,1,0,0,0,1,5000,0,0,5000,1,0,0,0,"ace3be77-aed7-4598-bdb6-11b08e7460dc"
1439,"TX","Nueces (County)","CORPUS CHRISTI","78480",1,2142.08,1,2142.08,0,1,0,0,0,1,2142.08,2142.08,0,0,1,0,0,0,"a5954039-05cd-4335-89bb-2e6dde72b2bf"
1439,"TX","Nueces (County)","DRISCOLL","78351",30,3791.09,27,113732.63,1,24,1,0,1,25,79695.57,51978.41,7208,20509.16,19,5,1,0,"9e2df288-61db-43a5-bb6c-57bf726ad4cb"
1439,"TX","Nueces (County)","lCORPUS CHRISTI","78408",1,3815.4,1,3815.4,0,1,0,0,0,1,4992.34,3822,0,1170.34,0,1,0,0,"d55f79c9-d76f-452f-8f2b-bd2873dd4305"
1439,"TX","Nueces (County)","PORT ARANSAS","78373",6,1542.42,5,9254.51,1,4,0,0,0,4,7835.4,3202.77,2116,2516.63,4,0,0,0,"2ba1c04e-f3ea-4fb4-96a8-fca8e11d4bb3"
1439,"TX","Nueces (County)","ROBSTOWN","78380",741,1746.43,669,1294105.78,104,557,3,2,3,522,1188394.01,717729.8,122525,348139.21,407,101,14,0,"013274ad-5783-4e09-94e3-e301ff2b5466"
1439,"TX","Nueces (County)","ROBSTOWN","78405",1,778.74,1,778.74,0,1,0,0,0,1,6203.72,515.89,930,4757.83,0,1,0,0,"d2d23136-35ea-4110-ada9-320f7dfbb6fa"
1439,"TX","Nueces (County)","SANDIA","78383",4,3583.27,4,14333.07,0,4,0,0,0,4,19876.92,8045.12,1395,10436.8,1,3,0,0,"37db7477-d404-4f7b-b128-5fabd6f05211"
1439,"TX","Orange (County)","BRIDGE CITY","77611",30,5024.39,30,150731.58,1,25,4,0,0,25,88914.94,61662.1,12648,14604.84,14,10,1,0,"764c3aa0-fcf6-40ed-8a5d-a599681d7e90"
1439,"TX","Orange (County)","MAURICEVILLE","77626",6,700.86,6,4205.13,1,5,0,0,0,5,6063.13,3563.8,1858,641.33,5,0,0,0,"8d517762-eb73-4821-ae07-fbbaf2a3e8c1"
1439,"TX","Orange (County)","ORANGE","77630",110,3957.43,97,435317.1,11,67,16,3,0,72,264267.9,144500.63,39256,80296.27,44,18,10,0,"c7f90212-ec8e-41ee-afc3-b6da65d18bb6"
1439,"TX","Orange (County)","ORANGE","77632",35,6755.94,33,236457.9,0,24,7,2,0,30,89452.32,57660.01,17826,13966.31,20,8,2,0,"bd3e751a-9602-4b43-9246-d03afb0f5908"
1439,"TX","Orange (County)","ORANGEFIELD","77639",1,2598.96,1,2598.96,0,1,0,0,0,1,3171.21,2333.21,838,0,1,0,0,0,"734503ae-fd85-400a-bcc6-eb99f266e9f0"
1439,"TX","Orange (County)","VIDOR","77662",190,5390.09,179,1024117.15,8,135,30,6,0,158,551265.47,343989.62,109110,97687.35,90,58,10,0,"4ea15d7d-cbf8-42bf-bb5c-d2fb4a4d371a"
1439,"TX","Orange (County)","VIDOR","77670",1,3693.05,1,3693.05,0,1,0,0,0,1,3716.39,2878.39,838,0,0,1,0,0,"daaa6b37-00b3-4dc1-af22-80ba4b1af099"
1439,"TX","San Jacinto (County)","CLEVELAND","77328",8,2902.89,8,23223.08,0,8,0,0,0,8,26977.14,15169.76,3730,8077.38,5,3,0,0,"1bf9812f-ae4d-458b-9f80-614ad471b559"
1439,"TX","San Jacinto (County)","COLDSPRING","77331",217,2940.5,206,638089.35,13,185,8,0,0,175,684412.89,375454.1,118406,190552.79,88,72,15,0,"d347bff7-1b04-4233-a375-9fe71ff9e98b"
1439,"TX","San Jacinto (County)","COLD SPRINGS","77358",1,1123.04,1,1123.04,0,1,0,0,0,1,1627.04,803.04,824,0,1,0,0,0,"f439b986-a252-42fe-b067-ef8a379120bb"
1439,"TX","San Jacinto (County)","EVERGREEN","77327",1,2220.32,1,2220.32,0,1,0,0,0,1,2826.44,1722.44,1104,0,1,0,0,0,"4e20d641-3e85-422d-ae4f-012a62009c2e"
1439,"TX","San Jacinto (County)","EVERGREEN","77328",1,4013.7,1,4013.7,0,1,0,0,0,1,4013.7,4013.7,0,0,0,1,0,0,"b8510d7d-9ff3-429f-9eb8-93aea6e5ec1b"
1439,"TX","San Jacinto (County)","EVERGREEN","77331",1,2180.04,1,2180.04,0,1,0,0,0,1,2878.04,2180.04,698,0,1,0,0,0,"e0e59d84-debc-4413-b46b-0326e0193267"
1439,"TX","San Jacinto (County)","NEW WAVERLY","77358",37,3927.12,36,145303.29,1,33,2,0,0,33,139938.32,75500.7,26958,37479.62,12,20,1,0,"a6e58925-c168-434b-b9ec-868e35621f44"
1439,"TX","San Jacinto (County)","OAKHURST","77359",17,4102.16,16,69736.66,1,13,1,0,1,13,38922.88,26357.01,7358,5207.87,8,4,1,0,"da66cbdd-a063-43d4-ae9b-47e248e0d7ef"
1439,"TX","San Jacinto (County)","POINTBLANK","77364",86,3303.47,82,284098.78,2,75,4,1,0,73,287842.44,161777.18,50272,75793.26,39,29,5,0,"c71883a9-658c-44a6-ac8c-d59417981a76"
1439,"TX","San Jacinto (County)","SHEPHERD","77371",37,2869.87,35,106185.01,5,27,3,0,0,28,119046.65,69867.53,21219,27960.12,12,12,4,0,"02304b14-ae0c-4336-bc30-8781cce2c8af"
1439,"TX","San Jacinto (County)","WILLIS","77378",8,2032.03,8,16256.2,2,6,0,0,0,5,13733.14,10491.73,1648,1593.41,3,2,0,0,"40899756-f79c-4a28-89c1-28dd593aa004"
1439,"TX","San Patricio (County)","ARANSAS PASS","78335",3,2511.41,3,7534.22,0,3,0,0,0,3,9040.74,5008.33,1860,2172.41,2,1,0,0,"6a6c4723-a938-4edd-b913-f2d50b76d913"
1439,"TX","San Patricio (County)","ARANSAS PASS","78336",299,2821.03,261,843487.3,14,236,9,2,0,225,767307.27,471790.65,135734,159782.62,129,81,15,0,"6cef9e04-a98e-452b-a5ce-d6340783e733"
1439,"TX","San Patricio (County)","EDROY","78352",19,2640.39,18,50167.33,2,16,0,0,0,12,40991.41,27891.68,6278,6821.73,9,3,0,0,"fa0676f3-1772-4e00-80b9-272e92921f88"
1439,"TX","San Patricio (County)","GREGORY","78359",86,2331.52,76,200510.5,5,69,2,0,0,68,207741.12,121058.51,38246,48436.61,43,22,3,0,"765a564c-ca07-4dc3-8d54-af9aa3bb5aa4"
1439,"TX","San Patricio (County)","GREGORY","78395",1,4043.56,1,4043.56,0,1,0,0,0,1,5610.08,1342.4,1910,2357.68,0,1,0,0,"319b5372-3c8d-49f8-92ae-45c2514c0622"
1439,"TX","San Patricio (County)","INGLESIDE","78362",61,2937.7,55,179199.94,2,50,2,1,0,46,154637.35,85260.86,32990,36386.49,30,10,6,0,"e5d033ec-0988-4317-bc14-0032e5fa4b4a"
1439,"TX","San Patricio (County)","INGLESIDE ON THE BAY","78362",1,2003.99,1,2003.99,0,1,0,0,0,1,2657.51,1471.51,1186,0,1,0,0,0,"b7d39503-3607-43fa-bde5-fcf426d41fb8"
1439,"TX","San Patricio (County)","MATHIS","78368",86,2321.7,79,199666.23,11,66,1,1,0,65,199742.78,122101.22,32995,44646.56,44,16,5,0,"855ef3e0-4a56-47ae-bd38-b12141b384b9"
1439,"TX","San Patricio (County)","ODEM","78370",80,2310.01,70,184800.71,5,65,0,0,0,63,211166.73,134151.56,36052,40963.17,34,27,2,0,"13c23d65-d187-4b40-9fc3-c5255fba945a"
1439,"TX","San Patricio (County)","PORTLAND","78374",66,2701.95,52,178328.97,3,45,4,0,0,42,137942.54,86236.23,20706,31000.31,24,16,2,0,"8f3b3874-892c-442b-85f0-d2592af8f9a4"
1439,"TX","San Patricio (County)","SANDIA","78383",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"366eaaf0-13cd-4e2e-b789-bf6ffbb1abdf"
1439,"TX","San Patricio (County)","SAN PATRICIO","78368",1,0,1,0,1,0,0,0,0,1,930,0,930,0,1,0,0,0,"a201f309-8f7c-4859-9277-c17beef39f2e"
1439,"TX","San Patricio (County)","SINTON","78387",206,2482.75,185,511447.18,3,180,2,0,0,173,564651.54,330400.27,106232,128019.27,101,65,7,0,"00d8aae3-cb8a-4e6c-be34-3c062652ff91"
1439,"TX","San Patricio (County)","ST PAUL","78387",1,9144.69,1,9144.69,0,1,0,0,0,1,7736.38,5000,1186,1550.38,0,1,0,0,"807191ac-a1ba-460d-8f9a-f64651667d99"
1439,"TX","San Patricio (County)","TAFT","78390",387,3062.48,349,1185178.1,11,327,9,0,2,310,1187373.29,747095.57,234206,206071.72,148,143,19,0,"c3046b79-a70c-4982-8d87-9a6b123d5e2f"
1439,"TX","Walker (County)","DODGE","77334",2,1357.39,2,2714.78,0,2,0,0,0,2,4406.78,2714.78,1692,0,2,0,0,0,"fb0fa732-050b-40b9-b83e-c6e2415b9db1"
1439,"TX","Walker (County)","HUNTSVILLE","77320",38,1709.93,32,64977.44,3,29,0,0,0,26,81566.37,46459.9,25636,9470.47,18,7,1,0,"3a3ec3d1-2135-4a6c-aeee-42b8507918f9"
1439,"TX","Walker (County)","HUNTSVILLE","77340",24,1274.32,22,30583.71,3,19,0,0,0,16,41837.46,26151.46,15686,0,12,4,0,0,"b8b50ff0-0e6e-43c6-b8aa-e57c781e03e4"
1439,"TX","Walker (County)","MIDWAY","75852",6,20100.42,6,120602.52,0,0,2,4,0,6,64665.5,30000,6516,28149.5,0,3,3,0,"b0f42dfe-e831-4a06-8c9f-66fd4afb8880"
1439,"TX","Walker (County)","NEW l/WAVERLY","77358",1,322.91,1,322.91,0,1,0,0,0,1,1774.91,322.91,1452,0,1,0,0,0,"d2f360ed-181e-4068-9ee9-55e07461973a"
1439,"TX","Walker (County)","NEW WAVERLY","77358",62,1958.98,61,121456.96,7,54,0,0,0,51,156514.44,94387.58,47160,14966.86,33,18,0,0,"2c529a62-5fc1-4d34-950a-220882de16ad"
1439,"TX","Walker (County)","PHELPS","77340",1,1227.56,1,1227.56,0,1,0,0,0,1,2073.56,1227.56,846,0,1,0,0,0,"76bc484d-3a6b-4237-95bc-9834919ee724"
1439,"TX","Walker (County)","TRINITY","75862",5,8760.72,4,43803.6,0,1,3,0,0,4,32745.4,13195.48,4104,15445.92,0,3,1,0,"d903f659-187e-400c-9432-92c5a8a9fa04"
1440,"AK","Denali (Borough)","CANTWELL","99729",2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"b3efc989-eae6-4f24-aba7-2ee37d8a8ea0"
1440,"AK","Denali (Borough)","CHISTOCHINA","99586",1,1997.91,1,1997.91,0,1,0,0,0,1,1963,1963,0,0,1,0,0,0,"55935816-ca14-474f-b7fa-a4614887250c"
1440,"AK","Denali (Borough)","CLAM GULCH","99568",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"ce7ac509-3367-4ae6-8a4c-dd136a85cb03"
1440,"AK","Denali (Borough)","COPPER CENTER","99573",2,525.17,2,1050.33,1,1,0,0,0,1,1050.33,1050.33,0,0,1,0,0,0,"45719fdc-6b8f-44a6-b8b7-5f15d071f0d1"
1440,"AK","Denali (Borough)","DELTA JUNCTION","99737",7,918.24,7,6427.66,2,5,0,0,0,6,13949.51,11277.51,2672,0,5,1,0,0,"1f5c742f-7c32-413c-9a53-4038837280fc"
1440,"AK","Denali (Borough)","DENALI NATIONAL PARK","99755",2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"a2cee4c0-6173-4729-ab93-ccd2b240f76e"
1440,"AK","Denali (Borough)","DOT LAKE","99737",2,349.68,2,699.35,1,1,0,0,0,1,699.35,699.35,0,0,1,0,0,0,"4c4f489a-78ee-4376-967b-e196d5cfc578"
1440,"AK","Denali (Borough)","FAIRBANKS","99709",1,3316.36,1,3316.36,0,1,0,0,0,1,3316.36,3316.36,0,0,1,0,0,0,"00cbbfcb-c079-4bdc-8dcc-5def45366d68"
1440,"AK","Denali (Borough)","GAKONA","99586",40,1983.88,35,79355,4,31,0,0,0,30,62984.34,57414.42,0,5569.92,23,7,0,0,"2cbd9893-076a-449f-86d2-53382b5434c4"
1440,"AK","Denali (Borough)","GLENNALLEN","99588",6,2907.19,6,17443.12,1,4,1,0,0,5,8671.2,8671.2,0,0,4,1,0,0,"6760f185-0aca-4a55-8808-e65275affa0d"
1440,"AK","Denali (Borough)","HEALY","99743",3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"8967d608-3cce-4948-b52a-c43272429fc0"
1440,"AK","Denali (Borough)","HOMER","99603",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"f154ab77-c9fe-4fe2-bc35-ca2f2bc0e685"
1440,"AK","Denali (Borough)","MENTASTA","99780",1,2267.56,1,2267.56,0,1,0,0,0,1,1967.26,654.16,0,1313.1,1,0,0,0,"0be995fe-50ee-472f-88dd-24db97a651a0"
1440,"AK","Denali (Borough)","MENTASTA LAKE","99780",10,1822.83,8,18228.3,0,8,0,0,0,7,16080.43,9025.05,0,7055.38,6,1,0,0,"dfe95505-3fe4-4dfe-836f-566e04771bff"
1440,"AK","Denali (Borough)","MENTASTA LAKE (TOK)","99780",1,2139.17,1,2139.17,0,1,0,0,0,1,1189.03,969.25,0,219.78,1,0,0,0,"c87f74ca-a73e-4456-959d-ab2c54ed0d64"
1440,"AK","Denali (Borough)","NORTH POLE","99705",3,257.13,3,771.4,0,3,0,0,0,2,690.67,690.67,0,0,2,0,0,0,"093222d5-5cc2-4b66-9ccd-b8885df3f1ff"
1440,"AK","Denali (Borough)","NORTHWAY","99764",56,1287.16,54,72080.88,5,49,0,0,0,48,71596.59,68776.4,0,2820.19,48,0,0,0,"391a7f0c-73ba-4e6a-a34c-5f26fa36891b"
1440,"AK","Denali (Borough)","PAXSON","99737",1,990.23,1,990.23,0,1,0,0,0,1,197.21,197.21,0,0,1,0,0,0,"30c296e6-059d-44d3-9d58-e0958fb556b2"
1440,"AK","Denali (Borough)","SLANA","99586",18,1684.06,15,30313.02,1,14,0,0,0,14,27617.55,18136.71,2042,7438.84,12,2,0,0,"cf1cae9d-980f-43f8-89fb-df4c83efbaa4"
1440,"AK","Denali (Borough)","STEVENS VILLAGE","99774",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"ab96bb3e-f6ef-48d1-96b3-34c5c991ab72"
1440,"AK","Denali (Borough)","TANACROSS","99776",4,388.26,4,1553.04,1,3,0,0,0,2,1313.83,1313.83,0,0,2,0,0,0,"eb882fd0-f13b-4946-80be-1ebcb6d1b446"
1440,"AK","Denali (Borough)","TETLIN","99779",44,1506.4,44,66281.78,3,41,0,0,0,39,67810.33,51434.1,1336,15040.23,37,2,0,0,"b94b4edb-d75e-40bc-b166-e550600840a0"
1440,"AK","Denali (Borough)","TOK","99780",62,6076.24,62,376726.98,5,56,0,0,1,52,112315.37,82932.9,4084,25298.47,45,5,2,1,"e8a90e4b-e9b2-4607-ba7a-a61aead6f5d6"
1440,"AK","Denali (Borough)","WASILLA","99687",1,1898.9,1,1898.9,0,1,0,0,0,1,1898.9,1898.9,0,0,1,0,0,0,"aea70d88-ee5d-429d-afab-635a9cd58600"
1440,"AK","Denali (Borough)","WILLOW","99688",1,3810.54,1,3810.54,0,1,0,0,0,1,2560.1,2560.1,0,0,1,0,0,0,"bea63732-9a45-45be-b1c9-279cf1596f9c"
1440,"AK","Fairbanks North Star (Borough)","DELTA JUNCTION","99737",2,646.96,2,1293.92,1,1,0,0,0,1,1293.92,1293.92,0,0,1,0,0,0,"46a705c5-e240-406a-98ce-bfc8d6ed5f4a"
1440,"AK","Fairbanks North Star (Borough)","FAIRBANKS","99701",11,282.5,11,3107.46,3,8,0,0,0,6,2318.78,2318.78,0,0,6,0,0,0,"440e3c67-ad31-4bf6-ae0e-c0e5e9424cd1"
1440,"AK","Fairbanks North Star (Borough)","FAIRBANKS","99707",2,2100.96,1,4201.92,0,1,0,0,0,1,4201.92,4201.92,0,0,0,1,0,0,"ceb744a9-cf68-4daf-a929-2e64aeb1bc2e"
