"disasterNumber","state","county","city","zipCode","validRegistrations","totalInspected","totalInspectedWithNoDamage","totalWithModerateDamage","totalWithMajorDamage","totalWithSubstantialDamage","approvedForFemaAssistance","totalApprovedIhpAmount","repairReplaceAmount","rentalAmount","otherNeedsAmount","approvedBetween1And10000","approvedBetween10001And25000","approvedBetween25001AndMax","totalMaxGrants","id"
1441,"TN","Morgan (County)","WARTBURG","37887",11,9,11,0,0,0,7,49360.82,0,3219,46141.82,5,2,0,0,"c0a23cf1-1d26-4f4e-b7f7-908f0c8c31c0"
1441,"TN","Crockett (County)","BELLS","38006",7,3,7,0,0,0,3,2089.99,0,1188,901.99,3,0,0,0,"8bcf2a70-7080-4939-bf79-cbd340ed3218"
1441,"TN","Tipton (County)","BURLISON","38015",7,6,7,0,0,0,2,20520.49,0,2982,17538.49,1,1,0,0,"fb8051db-f0cc-44be-954b-053dc8c7efa7"
1441,"TN","Tipton (County)","COVINGTON","38019",39,37,39,0,0,0,31,275183.82,0,36158,239025.82,17,14,0,0,"23d2b193-dacc-419e-a2a4-525d49b272fe"
1441,"TN","Madison (County)","JACKSON","38305",51,31,51,0,0,0,20,21110.11,0,2486,18624.11,20,0,0,0,"9302c74c-b55d-4c3e-bbc3-b49f9b6a9de6"
1441,"TN","Crockett (County)","GADSDEN","38337",1,1,1,0,0,0,1,20521.76,0,988,19533.76,0,1,0,0,"38bd0bab-1edf-498e-a61f-ddd7fe13d5ea"
1441,"TN","Gibson (County)","BELLS","38343",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"774a06f9-2e05-492c-8cd5-30ae089c59c8"
1441,"TN","Gibson (County)","HUMBOLDT","38343",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"8fd7dda5-de41-47d5-8379-18ee7ad15de4"
1441,"TN","Carroll (County)","HUNTINGDON","38344",4,4,4,0,0,0,2,12639.35,0,618,12021.35,1,1,0,0,"b8374e69-62c4-4343-b0b9-68ba665f39e4"
1441,"TN","Henderson (County)","HURON","38345",1,1,1,0,0,0,1,594,0,594,0,1,0,0,0,"0268ae8e-5390-4d0e-b5d9-88ab6e5efd11"
1441,"TN","Cumberland (County)","CROSSVILLE","38555",6,4,6,0,0,0,3,27987.79,0,2460,25527.79,2,1,0,0,"ab064b67-a5f2-4e0a-8719-c9366b6e296f"
1441,"TN","Cumberland (County)","CROSSVILLE","38572",21,14,21,0,0,0,10,45471.25,0,5988,39483.25,8,2,0,0,"414ec2e1-1686-476d-b951-25d0ca2f1ca2"
1442,"AL","Jefferson (County)","ADGER","35006",3,3,3,0,0,0,3,36063.28,0,3581,32482.28,1,2,0,0,"0896ce94-ef4a-4fc3-8d17-46bd06aa4a81"
1442,"AL","Jefferson (County)","BESSEMER","35022",1,1,1,0,0,0,1,1114,0,1114,0,1,0,0,0,"64c4c705-4b81-49c3-80e9-8245821a4768"
1442,"AL","Cullman (County)","CULLMAN","35055",1,1,1,0,0,0,1,311,0,311,0,1,0,0,0,"de94b279-b995-418c-8e95-0e7b40ac9b5d"
1442,"AL","Cullman (County)","CULLMAN","35057",7,7,7,0,0,0,5,39788.5,0,3086,36702.5,3,2,0,0,"c6531954-ef63-49af-9e9f-c382af879e3d"
1442,"AL","Jefferson (County)","DORA","35062",1,1,1,0,0,0,1,1294.22,0,958,336.22,1,0,0,0,"9046bc47-84d2-4c87-ab4c-9dbefcf2c16c"
1442,"AL","Walker (County)","DORA","35062",4,4,4,0,0,0,2,7171.46,0,1742,5429.46,2,0,0,0,"6383af82-eb45-4809-8332-2d03fc888ca1"
1442,"AL","Cullman (County)","HANCEVILLE","35077",5,5,5,0,0,0,3,20661.41,0,2102,18559.41,2,1,0,0,"d3e12ef4-6e6a-4771-80b6-39ce591be51e"
1442,"AL","Walker (County)","SUMITON","35148",2,2,2,0,0,0,2,7631.52,0,1626,6005.52,2,0,0,0,"78a7e209-44ee-459c-9a8e-0ed6c2ec44cb"
1442,"AL","Talladega (County)","TALLADEGA","35160",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"17da96e2-3205-4866-bac3-e51bbae612b2"
1442,"AL","Jefferson (County)","WARRIOR","35180",1,1,1,0,0,0,1,4045.98,0,1114,2931.98,1,0,0,0,"73fb26d4-1a00-41cb-b06e-4ca5e5941259"
1442,"AL","Jefferson (County)","BIRMINGHAM","35205",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"3c4a9255-5d90-4806-b239-860ec14f96bf"
1442,"AL","Jefferson (County)","BIRMINGHAM","35208",1,1,1,0,0,0,1,4813.79,0,1114,3699.79,1,0,0,0,"62d6a669-c789-4b23-af90-b76f9e49f976"
1442,"AL","Tuscaloosa (County)","TUSCALOOSA","35405",1,1,1,0,0,0,1,5034.22,0,1042,3992.22,1,0,0,0,"a770cee8-0f8b-43d5-940b-ad1d97599fe3"
1442,"AL","Tuscaloosa (County)","TUSCALOOSA","35406",3,2,3,0,0,0,2,15608.36,0,1173,14435.36,2,0,0,0,"37a982ea-7ba9-4845-a9c8-069472ae089e"
1442,"AL","Tuscaloosa (County)","BROOKWOOD","35444",1,1,1,0,0,0,1,782,0,782,0,1,0,0,0,"0870151a-42f5-4180-b9d7-b28c181e3f7d"
1442,"AL","Walker (County)","JASPER","35501",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"c5e8960a-aff1-4de4-ab5f-5a9898a58d8a"
1442,"AL","Walker (County)","JASPER","35503",12,11,12,0,0,0,8,52217.69,0,6719,45498.69,6,2,0,0,"3eaf6e83-e8d2-4a7b-bb97-cf14b4b5cccf"
1442,"AL","Walker (County)","JASPER","35504",6,6,6,0,0,0,5,45627.94,0,3558,42069.94,2,3,0,0,"c78647c5-5621-486c-9a5b-8bf133113961"
1442,"AL","Winston (County)","ARLEY","35541",4,4,4,0,0,0,3,1984,0,1984,0,3,0,0,0,"55667b99-433a-4b34-baf0-9af6d2d7d955"
1442,"AL","Fayette (County)","CARBON HILL","35549",1,1,1,0,0,0,1,825.88,0,740,85.88,1,0,0,0,"f3fb8c15-e409-49e8-ba08-81e49456b9bc"
1442,"AL","Walker (County)","CARBON HILL","35549",51,47,51,0,0,0,38,143314.73,0,23838,119476.73,33,5,0,0,"ef38ef21-43cc-4ac1-9a95-271ce88cb946"
1442,"AL","Walker (County)","CORDOVA","35550",1,1,1,0,0,0,1,150,0,0,150,1,0,0,0,"9363d5b3-73eb-4196-b9c5-91f20bc3e2a5"
1442,"AL","Fayette (County)","ELDRIDGE","35554",2,2,2,0,0,0,1,830.29,0,740,90.29,1,0,0,0,"e9db670f-8ed0-4bd8-9ac3-7607705f298f"
1442,"AL","Walker (County)","ELDRIDGE","35554",2,2,2,0,0,0,1,644,0,644,0,1,0,0,0,"025bb4f9-9209-4a4a-adc0-b4b8423c4de0"
1442,"AL","Fayette (County)","FAYETTE","35555",3,3,3,0,0,0,1,10503.37,0,622,9881.37,0,1,0,0,"98736d91-65a7-4fdc-b1c3-e3c6a2e53836"
1442,"AL","Walker (County)","GOODSPRINGS","35560",1,1,1,0,0,0,1,644,0,644,0,1,0,0,0,"0e78f2e4-e734-41a2-a8e1-c810316108a3"
1442,"AL","Walker (County)","CARBON HILL","35578",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"7fd607f2-076d-47ca-a2ad-12e9592dabde"
1442,"AL","Walker (County)","NAUVOO","35578",24,22,24,0,0,0,18,168871.75,0,11578,157293.75,11,7,0,1,"5854d878-708a-4b7b-9f0b-d202733276b9"
1442,"AL","Walker (County)","PARRISH","35580",2,2,2,0,0,0,2,734.29,0,644,90.29,2,0,0,0,"a07a5051-bc53-47ef-86e1-bb625bc2607d"
1442,"AL","Walker (County)","TOWNLEY","35587",2,2,2,0,0,0,1,20255.85,0,982,19273.85,0,1,0,0,"2effba32-01ea-451a-8e25-01eb27cc8e9e"
1442,"AL","Lamar (County)","VERNON","35592",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2ce31359-b150-4cc6-ae52-796e61139494"
1442,"AL","Cherokee (County)","CENTRE","35960",19,19,19,0,0,0,13,98279.89,0,8808,89471.89,9,4,0,0,"223e874f-3711-4bc8-8b83-eae8df9d2cb1"
1442,"AL","Barbour (County)","MIDWAY","36048",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"cf7938f1-08f1-4349-9140-f647551386fd"
1442,"AL","Calhoun (County)","OHATCHEE","36271",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"6e255aa1-c4d8-46b1-9d47-0003b6b1205f"
1442,"AL","Henry (County)","ABBEVILLE","36310",32,27,32,0,0,0,18,142410,0,12200,130210,12,6,0,0,"a2d54e82-9171-47c6-8c42-dd5fe3462ac3"
1442,"AL","Hale (County)","SAWYERVILLE","36776",1,1,1,0,0,0,1,9809.26,0,622,9187.26,1,0,0,0,"237c03f3-0f6a-4127-9cd4-d699ada0ba4b"
1443,"MS","Noxubee (County)","MACON","39341",3,3,3,0,0,0,1,79.93,0,0,79.93,1,0,0,0,"be9c048f-5ccb-4bdc-8e0a-ad019592dfac"
1443,"MS","Noxubee (County)","SHUQUALAK","39361",1,1,1,0,0,0,1,1106.41,0,0,1106.41,1,0,0,0,"4e38f94c-43cd-4738-8215-8ef7398b979d"
1443,"MS","Lowndes (County)","COLUMBUS","39700",1,1,1,0,0,0,1,250,0,0,250,1,0,0,0,"34ae9a45-4398-4548-a409-7441f2118c88"
1443,"MS","Lowndes (County)","COLUMBUS","39701",456,409,456,0,0,0,286,1078852.64,0,175606,902433.77,263,23,0,0,"961581c0-5ead-4971-b857-17a8618d3daf"
1443,"MS","Lowndes (County)","COLUMBUS","39702",59,51,59,0,0,0,30,169805.02,0,15776,152752.63,22,8,0,0,"21f99c19-e06e-4522-8ace-f10cb7ba3b53"
1443,"MS","Lowndes (County)","COLUMBUS","39703",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"f12e51a7-fd76-4cfc-b71b-03febf78a3ab"
1443,"MS","Lowndes (County)","COLUMBUS","39704",1,1,1,0,0,0,1,1044,0,1044,0,1,0,0,0,"5b4d20b6-2af2-45b3-9294-5c59f9dd0b56"
1443,"MS","Lowndes (County)","COLUMBUS","39705",12,8,12,0,0,0,1,2306.41,0,0,2306.41,1,0,0,0,"14b0f4cf-dfa6-4b3d-9db8-a12d0027b7af"
1443,"MS","Noxubee (County)","BROOKSVILLE","39739",2,2,2,0,0,0,1,2106.41,0,1000,1106.41,1,0,0,0,"17500560-08f4-4321-91c2-485193a7229d"
1443,"MS","Lowndes (County)","CALEDONIA","39740",1,1,1,0,0,0,1,3256.82,0,1044,2212.82,1,0,0,0,"69bd0a93-e8f7-420e-8c1c-8ebc5df98c06"
1443,"MS","Monroe (County)","CALEDONIA","39740",1,1,1,0,0,0,1,1427.3,0,0,1427.3,1,0,0,0,"47e50e17-bd41-4680-8a8e-8582c191d782"
1443,"MS","Lowndes (County)","CRAWFORD","39743",20,20,20,0,0,0,14,39825.04,0,5298,34527.04,13,1,0,0,"ca9f6eb9-3ae6-4882-b225-d0d4fa0ddffa"
1443,"MS","Clay (County)","MANTEE","39751",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"7389a514-00b5-4050-9668-b248bde15721"
1443,"MS","Oktibbeha (County)","STARKVILLE","39759",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,"a669074c-950d-447c-a9ba-5ab1202c7502"
1443,"MS","Lowndes (County)","STEENS","39766",6,6,6,0,0,0,5,17817.7,0,3834,13983.7,4,1,0,0,"6273ba92-6855-403e-8efe-974f03b371aa"
1443,"MS","Clay (County)","WEST POINT","39773",9,9,9,0,0,0,2,1778,0,1778,0,2,0,0,0,"6d4d7def-50aa-4cc3-9acc-df2561507c6d"
1444,"OH","Franklin (County)","COLUMBUS","43204",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3bb188da-8f44-4a72-81d8-7d392bfb0fa9"
1444,"OH","Ottawa (County)","LAKESIDE MARBLEHEAD","43440",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"b8507cf3-b357-4c70-a2bc-43b26e1051ec"
1444,"OH","Ottawa (County)","OAK HARBOR","43449",1,1,1,0,0,0,1,2741.59,0,1008,1733.59,1,0,0,0,"ac2186a8-2c67-462e-aa04-d99f27ccba95"
1444,"OH","Ottawa (County)","PORT CLINTON","43452",35,31,35,0,0,0,25,91823.04,0,24374,67449.04,22,3,0,0,"9a218144-295e-4eec-b185-7a503a9a615d"
1444,"OH","Coshocton (County)","COSHOCTON","43812",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"11dd4620-0211-4f1a-a3f6-788d7d185917"
1444,"OH","Coshocton (County)","FRESNO","43824",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"a0c47c76-4ca0-4a80-b685-4a1572e0019e"
1444,"OH","Lorain (County)","LORAIN","44052",1,1,1,0,0,0,1,11239.12,0,1206,10033.12,0,1,0,0,"4ba5022b-aa51-4b38-9cae-7d003c07266b"
1444,"OH","Summit (County)","TWINSBURG","44087",1,1,1,0,0,0,1,1416.38,0,1312,0,1,0,0,0,"24a30b3f-eaef-471f-834f-2aa34cd06c3a"
1444,"OH","Cuyahoga (County)","CLEVELAND","44128",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"19369d65-e4a7-40ac-a222-097f5701726d"
1444,"OH","Medina (County)","HOMERVILLE","44235",2,1,2,0,0,0,1,2135.41,0,0,2135.41,1,0,0,0,"e3b5322e-a4ee-4eca-af4d-1ac20ea7e8bc"
1444,"OH","Wayne (County)","WEST SALEM","44287",2,2,2,0,0,0,1,14498.09,0,786,13712.09,0,1,0,0,"cc39f404-ba34-47af-be0c-77c6ee33ae2f"
1444,"OH","Seneca (County)","FOSTORIA","44830",2,1,2,0,0,0,1,878,0,878,0,1,0,0,0,"aaa028c9-1fff-44a0-af96-5add3f331f67"
1444,"OH","Seneca (County)","REPUBLIC","44867",1,1,1,0,0,0,1,20585.08,0,706,19879.08,0,1,0,0,"c359de01-a5e8-4a5a-baf9-9f61c6432771"
1444,"OH","Seneca (County)","TIFFIN","44883",5,4,5,0,0,0,2,1584,0,1584,0,2,0,0,0,"a8c674aa-6d75-4242-9b71-1d065715e8d7"
1444,"OH","Van Wert (County)","CONVOY","45832",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3de5f00b-9ade-4c92-80de-5ec72cf95489"
1444,"OH","Paulding (County)","GROVER HILL","45849",3,1,3,0,0,0,1,7837.83,0,0,7837.83,1,0,0,0,"ecdfa940-5cba-4f1d-be45-52a58b8705a0"
1444,"OH","Paulding (County)","LATTY","45855",1,1,1,0,0,0,1,3152.18,0,1118,2034.18,1,0,0,0,"8680fb63-be84-4018-a186-5dfbe0e01ecb"
1444,"OH","Van Wert (County)","OHIO CITY","45874",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"065c7dc9-7e02-4b4c-8af7-b8691d1aa17b"
1444,"OH","Putnam (County)","OTTAWA","45875",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"a9ed0e60-4e47-4eaa-8677-d79cb14d47e0"
1444,"OH","Van Wert (County)","VAN WERT","45891",13,5,13,0,0,0,3,18757.09,0,2142,16615.09,2,1,0,0,"7da5fb95-d73e-4a3e-8480-8ffd43c01027"
1445,"AK","Kenai Peninsula (Borough)","ANCHOR POINT","99556",3,3,3,0,0,0,1,1992,0,1992,0,1,0,0,0,"2cf8c558-cdfe-47fb-9114-168dc0854a1f"
1445,"AK","Chignik Lagoon (ANV/ANVSA)","CHIGNIK","99564",1,1,1,0,0,0,1,2400,0,0,2400,1,0,0,0,"6145bc0a-2a43-453b-965d-b4516ac792e5"
1445,"AK","Kenai Peninsula (Borough)","EAST HOMER","99603",1,1,1,0,0,0,1,1555.7,0,596,516.6,1,0,0,0,"cc3565ed-4126-44e5-9118-59403df8d8df"
1445,"AK","Kenai Peninsula (Borough)","HOMER","99603",16,14,16,0,0,0,6,5503.6,0,4538,965.6,6,0,0,0,"21375df0-c94b-4263-8204-51026b880b35"
1445,"AK","Kenai Peninsula (Borough)","KASILOF","99610",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"553a0917-3b71-40e6-a570-68dc01afd67f"
1445,"AK","Kodiak Island (Borough)","KODIAK","99615",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2dce89e2-f5fa-47bf-bda2-aaeea6907707"
1445,"AK","Kenai Peninsula (Borough)","MOOSE PASS","99631",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2121e463-9d69-496c-bfb1-72606f6a73af"
1445,"AK","Kenai Peninsula (Borough)","NINILCHIK","99639",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"9743ea04-286a-483e-9fb8-e499f834e5b1"
1445,"AK","Kenai Peninsula (Borough)","SEWARD","99664",7,6,7,0,0,0,4,9570.77,0,3820,5750.77,4,0,0,0,"1810a005-5dfd-45a4-ab04-7899ca4e354a"
1446,"GU","Guam (County-equivalent)","HARMON","     ",1,1,1,0,0,0,1,2743.93,0,1776,967.93,1,0,0,0,"8d2eed89-f5e6-428e-baae-193b69dabc62"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","69610",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"83a4f9f3-fe2b-4b28-a7a4-da4b3223a814"
1446,"GU","Guam (County-equivalent)","TAMUNING","69613",2,2,2,0,0,0,2,7404.53,0,0,7404.53,2,0,0,0,"ff9f7dce-2dbb-4125-ab41-d8d1501e68f2"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96902",1,1,1,0,0,0,1,5686.24,0,2638,3048.24,1,0,0,0,"1766c355-89b4-4699-b097-379c832cf45e"
1446,"GU","Guam (County-equivalent)","ADELUP","96910",2,2,2,0,0,0,2,5933.74,0,0,5933.74,2,0,0,0,"b58dbffc-e1e5-4d4c-9ad2-1773ff997e75"
1446,"GU","Guam (County-equivalent)","AGANA","96910",15,12,15,0,0,0,12,65406.71,0,14864,50542.71,11,1,0,0,"068e6760-6d07-4c59-8483-1d0686599423"
1446,"GU","Guam (County-equivalent)","AGANA ANIGUA","96910",1,1,1,0,0,0,1,1410.08,0,0,1410.08,1,0,0,0,"8cafc064-bef7-427b-817c-98c1041d9259"
1446,"GU","Guam (County-equivalent)","AGANA HEIGHTS","96910",213,203,213,0,0,0,165,860719.49,0,155036,705683.49,146,19,0,0,"2ec267a9-f8ff-488d-8148-ea483247b32f"
1446,"GU","Guam (County-equivalent)","ANIGUA","96910",29,28,29,0,0,0,24,93629.6,0,20056,73573.6,23,1,0,0,"2f2e7beb-9d03-493e-9248-3b00ff2c5e52"
1446,"GU","Guam (County-equivalent)"," ANIJUA","96910",1,1,1,0,0,0,1,2272.51,0,0,2272.51,1,0,0,0,"5bf29feb-1818-4b3f-becc-233834e949aa"
1446,"GU","Guam (County-equivalent)","ANIQUA","96910",1,1,1,0,0,0,1,6539.58,0,0,6539.58,1,0,0,0,"0d68f017-9cb1-4d97-be37-ae7c422e5b3d"
1446,"GU","Guam (County-equivalent)","ASAN","96910",75,74,75,0,0,0,65,339386.86,0,80424,258962.86,61,4,0,0,"463a143a-61a9-4a5f-a059-0bf0dfc993fb"
1446,"GU","Guam (County-equivalent)","ASAN/MAINA","96910",1,1,1,0,0,0,1,2104,0,2104,0,1,0,0,0,"2ecc42d0-52ce-45d7-84e3-a187206c8395"
1446,"GU","Guam (County-equivalent)","BARRIGADA","96910",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"800cec94-9780-45d1-aec2-2e8d62579729"
1446,"GU","Guam (County-equivalent)","CHALAN","96910",1,1,1,0,0,0,1,4554.03,0,1776,2778.03,1,0,0,0,"2676fe9d-7459-4d7a-af81-d05a05f06c2b"
1446,"GU","Guam (County-equivalent)","CHALAN ","96910",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"21ecd5b0-d1ad-4931-b21f-814657fbdfc6"
1446,"GU","Guam (County-equivalent)","CHALAND PAGO","96910",1,1,1,0,0,0,1,1776,0,1776,0,1,0,0,0,"e084b6a1-df2c-46d5-a418-1483331efc57"
1446,"GU","Guam (County-equivalent)","CHALANPAGO","96910",3,3,3,0,0,0,3,12017.57,0,5276,6741.57,3,0,0,0,"e54ec6a2-c343-4221-b74a-a44e6244bed8"
1446,"GU","Guam (County-equivalent)","CHALAN PAGO","96910",256,248,256,0,0,0,196,777503.79,1698.47,175753,599091.06,181,15,0,0,"102bae76-eee4-4810-a254-75202c5b49e9"
1446,"GU","Guam (County-equivalent)","CHALAN  PAGO","96910",8,8,8,0,0,0,6,32292.88,0,10070,22222.88,4,2,0,0,"1be8a9e1-c987-45ef-acde-1e45823f9f17"
1446,"GU","Guam (County-equivalent)","CHALAN-PAGO","96910",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"4a4b35eb-dc51-4339-962f-4b6a490f9104"
1446,"GU","Guam (County-equivalent)","CHALANPDO","96910",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"a6243157-d986-44a7-b718-3a9b57abb726"
1446,"GU","Guam (County-equivalent)","CHALAN POGO","96910",1,1,1,0,0,0,1,2736.55,0,0,2736.55,1,0,0,0,"dcae3161-2b22-4ad2-b1af-163695f5f263"
1446,"GU","Guam (County-equivalent)","CHANLAN PAGO","96910",1,1,1,0,0,0,1,2710.08,0,1776,934.08,1,0,0,0,"f3f9b8a5-8017-459a-b4a1-6cc5fac93b3c"
1446,"GU","Guam (County-equivalent)","DEDEDO","96910",3,3,3,0,0,0,3,8192.79,0,2104,6088.79,3,0,0,0,"958bf43d-200c-43a4-baaa-59d7819e1438"
1446,"GU","Guam (County-equivalent)","DIDIGUE","96910",1,1,1,0,0,0,1,18016.78,0,2104,15912.78,0,1,0,0,"af0b3031-4ea9-4ca6-9ed6-a9ecb0f6e850"
1446,"GU","Guam (County-equivalent)","EAST AGANA","96910",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"c34d95bd-7eb6-451b-97cb-bdaa74fe8db7"
1446,"GU","Guam (County-equivalent)","HAGATNA","96910",170,158,170,0,0,0,129,779397.38,0,164240,615157.38,108,21,0,0,"53814f3b-7de2-466e-a581-1b37c7033c08"
1446,"GU","Guam (County-equivalent)","HARMON","96910",2,2,2,0,0,0,2,4575.97,0,2638,1937.97,2,0,0,0,"6bd85fc9-6b4a-4cc8-b14a-800ac86827f2"
1446,"GU","Guam (County-equivalent)","HEMLANIS, SINAJANA","96910",1,1,1,0,0,0,1,7300.2,0,0,7300.2,1,0,0,0,"479c282c-b431-4a02-83e8-56712e5d6718"
1446,"GU","Guam (County-equivalent)","MAIGE","96910",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"91da3c5e-5ad9-4ede-82f8-e459e9a18b72"
1446,"GU","Guam (County-equivalent)","MAINA","96910",18,16,18,0,0,0,15,57610.78,0,16208,41402.78,15,0,0,0,"c7bc74d4-0229-43ca-a95a-574089637551"
1446,"GU","Guam (County-equivalent)","MAINE","96910",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"4e927f2a-2937-4c0a-a9d5-249e475420b5"
1446,"GU","Guam (County-equivalent)","MAITE","96910",189,186,189,0,0,0,156,962259.97,0,179612,782647.97,131,25,0,0,"619d0066-40a6-40f3-a0a3-29d690e463dc"
1446,"GU","Guam (County-equivalent)"," MAITE","96910",1,1,1,0,0,0,1,4581.47,0,1776,2805.47,1,0,0,0,"77b89ba9-3fd8-4b2e-8427-eec460544bf0"
1446,"GU","Guam (County-equivalent)","MAITE MONG MONG","96910",1,1,1,0,0,0,1,2638,0,2638,0,1,0,0,0,"64f00d81-44ed-42e2-bd82-1c62d7d56dec"
1446,"GU","Guam (County-equivalent)","MANGILAO","96910",2,2,2,0,0,0,2,6429.6,0,0,6429.6,2,0,0,0,"89ca8eae-1bc1-4cfb-9a64-f3b029ddccf2"
1446,"GU","Guam (County-equivalent)","MOMGMONG","96910",1,1,1,0,0,0,1,3630.5,0,0,3630.5,1,0,0,0,"aa32efe7-9a96-43b0-8e2f-6c8aa4bd11a0"
1446,"GU","Guam (County-equivalent)","MONGMONG","96910",257,252,257,0,0,0,216,1030938.7,0,170228,860710.7,202,14,0,0,"0941da45-8f27-4cf6-9f43-a7ca97e587fb"
1446,"GU","Guam (County-equivalent)","MONGMONG MAITE","96910",1,1,1,0,0,0,1,8850.79,0,1776,7074.79,1,0,0,0,"13b1670c-7fe8-4763-894c-0487083718a3"
1446,"GU","Guam (County-equivalent)","MONGMONG TOTO MIATE","96910",1,1,1,0,0,0,1,7519.33,0,1776,5743.33,1,0,0,0,"d9614b71-fd47-4849-9347-e56a8c074da4"
1446,"GU","Guam (County-equivalent)","NIMITZ HILL","96910",1,1,1,0,0,0,1,2104,0,2104,0,1,0,0,0,"9f64d513-18b6-4cbd-979a-339095a5f9e1"
1446,"GU","Guam (County-equivalent)","NIMITZ HILL MAINA","96910",1,1,1,0,0,0,1,5074.13,0,0,5074.13,1,0,0,0,"3bd84d82-f29d-4aee-b39b-dd56d620fcee"
1446,"GU","Guam (County-equivalent)","NIMITZ HILL PITI","96910",1,1,1,0,0,0,1,2294,0,0,2294,1,0,0,0,"f4a38165-19db-484b-a507-1a80ebebfc40"
1446,"GU","Guam (County-equivalent)","ORDAT","96910",1,1,1,0,0,0,1,11719.04,0,2104,9615.04,0,1,0,0,"a8cf2ba1-4d34-4e8b-bb2c-14281356202f"
1446,"GU","Guam (County-equivalent)","ORDOT","96910",99,97,99,0,0,0,83,542339.31,0,95790,446549.31,66,17,0,0,"5bfed7e5-3512-4ef0-80ec-09ec34d17882"
1446,"GU","Guam (County-equivalent)"," ORDOT","96910",2,2,2,0,0,0,2,8655.92,0,1776,6879.92,2,0,0,0,"6ef6b95e-f5db-4ee1-846e-2c00e3f154f6"
1446,"GU","Guam (County-equivalent)","ORDOT CHALAN PAGO","96910",2,2,2,0,0,0,2,8703.98,0,2638,6065.98,2,0,0,0,"801a72e3-0c14-431e-9e21-9527795cf61e"
1446,"GU","Guam (County-equivalent)","OREDOT","96910",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"110bdcf9-aa16-4f64-98ed-233a91e7e0b5"
1446,"GU","Guam (County-equivalent)","PAGAT","96910",1,1,1,0,0,0,1,8472.48,0,1776,6696.48,1,0,0,0,"c68324ce-e918-4498-92a6-83b1107fc9b5"
1446,"GU","Guam (County-equivalent)","PATERNO MAITE","96910",1,1,1,0,0,0,1,7803.6,0,2104,5699.6,1,0,0,0,"56f39c5e-9793-402a-a7ec-49e3a184f7bd"
1446,"GU","Guam (County-equivalent)","SINAJANA","96910",215,204,215,0,0,0,165,960661.21,0,140944,819193.21,141,24,0,0,"d0dc5eb4-bca1-4d7d-ba37-ec03ec33f4e3"
1446,"GU","Guam (County-equivalent)","TAMUNING","96910",1,1,1,0,0,0,1,5616.96,0,1776,3840.96,1,0,0,0,"8db861cd-3456-4994-b715-cf784bd205c3"
1446,"GU","Guam (County-equivalent)","TIYAN","96910",2,2,2,0,0,0,2,10365.69,0,3552,6813.69,2,0,0,0,"eced85a4-8e8d-4dc6-9f4e-dca327e6074a"
1446,"GU","Guam (County-equivalent)","TOTO","96910",171,168,171,0,0,0,149,750984.11,0,105266,645718.11,137,12,0,0,"cfec3b02-9ea6-4120-92d5-34c41ae93d61"
1446,"GU","Guam (County-equivalent)"," TOTO","96910",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"e241a120-e79f-494b-9223-27eb9fff50ad"
1446,"GU","Guam (County-equivalent)","TOTO BARRIGADA","96910",1,1,1,0,0,0,1,4840.55,0,2104,2736.55,1,0,0,0,"372916d9-bcb4-431a-87ef-7f3f3cce8f71"
